# Project GenCode Backend - Function Analysis

Total Functions: 795

## Module: `agents\sub_agents.py`

| Line | Function Name | Purpose (Docstring) | Usage Count | Used In (Sample) |
| 443 | `_extract_from_routers` | No description available | 1 | utils\entity_discovery.py |
| 456 | `_extract_from_user_request` | No description available | 0 | - |
| 476 | `singularize` | Convert a plural word to singular form. | 16 | handlers\contracts.py, utils\entity_classification.py (+1 more) |
| 522 | `extract_entity_from_request` | Dynamically extract a potential entity name from the user request. | 5 | handlers\analysis.py, handlers\backend.py (+3 more) |
| 589 | `discover_db_function` | Discover the database initialization function name from database.py. | 2 | orchestration\self_healing_manager.py |
| 631 | `discover_routers` | No description available | 0 | - |
| 641 | `get_entity_plural` | Get the plural form of an entity name. | 9 | orchestration\contract_parser.py, orchestration\fallback_api_agent.py (+4 more) |
| 655 | `discover_all_entities` | Discover ALL entities from project artifacts or user request. | 1 | handlers\backend_models.py |
| 757 | `_extract_all_entities_from_contracts` | Parse contracts.md for ALL entities (from /api/{entity} endpoints). | 1 | utils\entity_discovery.py |
| 786 | `_extract_all_entities_from_architecture` | Parse architecture.md for ALL entities in 'Data Models' section. | 1 | utils\entity_discovery.py |
| 841 | `detect_relationships` | Detect relationships from contracts.md and architecture.md. | 0 | - |

## Module: `utils\integration_playbooks.py`

| Line | Function Name | Purpose (Docstring) | Usage Count | Used In (Sample) |
|------|---------------|---------------------|-------------|------------------|
| 46 | `apply_playbook` | Apply integration playbook to project | 0 | - |

## Module: `utils\parser.py`

| Line | Function Name | Purpose (Docstring) | Usage Count | Used In (Sample) |
|------|---------------|---------------------|-------------|------------------|
| 24 | `extract_files_from_pseudo_json` | Try to salvage file entries of the form: | 1 | utils\parser.py |
| 83 | `normalize_llm_output` | Universal parser that converts any LLM output (JSON, markdown, or plain code) | 7 | handlers\analysis.py, handlers\contracts.py (+3 more) |
| 106 | `_normalize_llm_output_inner` | Inner implementation without recursion guard. | 1 | utils\parser.py |
| 215 | `_attempt_force_repair` | Force-close brackets if JSON is truncated or incomplete. | 2 | utils\parser.py |
| 233 | `_find_json_object` | Isolates the outermost JSON object in the text. | 1 | utils\parser.py |
| 275 | `normalize_unicode_aggressively` | Comprehensive Unicode normalization - strips ALL non-ASCII to prevent syntax errors. | 2 | utils\parser.py, validation\syntax_validator.py |
| 330 | `sanitize_marcus_output` | Cleans and normalizes messy model output before JSON parsing. | 2 | supervision\supervisor.py, utils\parser.py |
| 362 | `validate_qa_report_shape` | Validates structure of QA report against TestReport type. | 1 | utils\parser.py |
| 397 | `log_api_error` | Logs API failures with provider and model context. | 0 | - |
| 406 | `_replace_newlines_outside_strings` | Replace newlines with spaces ONLY outside of JSON string literals. | 1 | utils\parser.py |
| 452 | `parse_json` | Production-grade JSON parser with multi-pass sanitization, repair, and salvage. | 3 | supervision\supervisor.py, utils\parser.py |
| 517 | `_fix_unterminated_strings` | Fix unterminated strings by finding the last open quote and closing it. | 1 | utils\parser.py |
| 562 | `_salvage_complete_functions` | Extract only complete function/class definitions from truncated Python code. | 2 | utils\parser.py |
| 657 | `_extract_partial_files` | Extract files array from partially broken JSON. | 1 | utils\parser.py |
| 814 | `parse_kenji` | Specialized parser for Kenji (QA agent) outputs. | 0 | - |

## Module: `utils\path_utils.py`

| Line | Function Name | Purpose (Docstring) | Usage Count | Used In (Sample) |
|------|---------------|---------------------|-------------|------------------|
| 19 | `get_project_path` | Get the absolute path to a project workspace. | 19 | api\projects.py, api\sandbox.py (+3 more) |
| 39 | `get_backend_path` | Get the backend directory path for a project. | 0 | - |
| 44 | `get_frontend_path` | Get the frontend directory path for a project. | 0 | - |
| 49 | `get_backend_app_path` | Get the backend app directory path for a project. | 0 | - |
| 54 | `get_routers_path` | Get the routers directory path for a project. | 0 | - |
| 59 | `get_models_path` | Get the models.py file path for a project. | 0 | - |
| 64 | `get_main_py_path` | Get the main.py file path for a project. | 0 | - |
| 69 | `get_contracts_path` | Get the contracts.md file path for a project. | 0 | - |
| 74 | `get_tests_path` | Get the backend tests directory path for a project. | 0 | - |
| 79 | `is_valid_project_path` | Check if a path is within the workspaces directory. | 0 | - |
| 93 | `ensure_project_directories` | Ensure all required project directories exist. | 0 | - |

## Module: `utils\regex_healer.py`

| Line | Function Name | Purpose (Docstring) | Usage Count | Used In (Sample) |
|------|---------------|---------------------|-------------|------------------|
| 30 | `TestRegexPatcher.__init__` | No description available | 0 | - |
| 64 | `TestRegexPatcher.analyze_failure` | Identify applicable fixes. | 0 | - |
| 72 | `TestRegexPatcher.attempt_healing` | Attempt to heal a failing test. | 0 | - |
| 93 | `TestRegexPatcher._fix_relative_url` | Fix page.goto('/') to use absolute URL. | 0 | - |
| 107 | `TestRegexPatcher._fix_visibility_timeout` | Increase timeout for visibility checks. | 0 | - |
| 116 | `TestRegexPatcher._fix_loading_assertion` | Remove flaky loading assertions. | 0 | - |
| 129 | `TestRegexPatcher._fix_connection_retry` | Add retry configuration. | 0 | - |
| 152 | `TestRegexPatcher._fix_strict_mode` | Add .first() to selectors hit by strict mode. | 0 | - |
| 166 | `TestRegexPatcher._fix_hidden_element` | Fix empty container visibility issues. | 0 | - |

## Module: `utils\test_scaffolding.py`

| Line | Function Name | Purpose (Docstring) | Usage Count | Used In (Sample) |
|------|---------------|---------------------|-------------|------------------|
| 10 | `create_robust_smoke_test` | Create a robust smoke test using the standard testing contract testids (ESM friendly). | 1 | utils\test_scaffolding.py |
| 58 | `extract_testids_from_project` | Extract all data-testid values from JSX/TSX files in the project. | 1 | utils\test_scaffolding.py |
| 90 | `create_matching_smoke_test` | Create a smoke test that checks for elements that ACTUALLY exist in the UI. | 1 | handlers\testing_frontend.py |
| 186 | `get_available_selectors` | Analyze the project to find all available selectors for testing. | 1 | handlers\testing_frontend.py |

## Module: `utils\ui_beautifier.py`

| Line | Function Name | Purpose (Docstring) | Usage Count | Used In (Sample) |
|------|---------------|---------------------|-------------|------------------|
| 12 | `beautify_frontend_files` | Post-process frontend files to ensure UI consistency. | 1 | persistence\writer.py |
| 68 | `_beautify_jsx` | Apply beautification rules to JSX content. | 1 | utils\ui_beautifier.py |
| 81 | `_normalize_spacing` | Normalize inconsistent spacing classes for consistency. | 1 | utils\ui_beautifier.py |
| 102 | `_ensure_page_testids` | Ensure required testids are present in page components. | 1 | utils\ui_beautifier.py |
| 145 | `ensure_page_shell` | Ensure page has standard shell wrapper classes. | 0 | - |

## Module: `validation\static_validator.py`

| Line | Function Name | Purpose (Docstring) | Usage Count | Used In (Sample) |
|------|---------------|---------------------|-------------|------------------|
| 30 | `StaticValidationEvidence.__init__` | No description available | 0 | - |
| 40 | `StaticValidationEvidence.to_dict` | Convert evidence to dictionary for aggregator. | 10 | arbormind\t_am_operators.py, core\types.py (+4 more) |
| 73 | `StaticValidator.__init__` | No description available | 0 | - |
| 76 | `StaticValidator.validate_backend_step` | Collect evidence about backend implementation. | 2 | orchestration\fast_orchestrator.py |
| 143 | `StaticValidator.validate_frontend_step` | Collect evidence about frontend implementation. | 1 | orchestration\fast_orchestrator.py |
| 185 | `StaticValidator._analyze_python_file` | Analyze a Python file and collect evidence. | 4 | validation\static_validator.py |
| 236 | `StaticValidator.validate_testing_step` | Collect evidence about test files (without running them). | 0 | - |

## Module: `validation\syntax_validator.py`

| Line | Function Name | Purpose (Docstring) | Usage Count | Used In (Sample) |
|------|---------------|---------------------|-------------|------------------|
| 24 | `ValidationResult.__init__` | No description available | 0 | - |
| 36 | `ValidationResult.__bool__` | No description available | 0 | - |
| 39 | `ValidationResult.to_dict` | No description available | 10 | arbormind\t_am_operators.py, core\types.py (+4 more) |
| 52 | `assert_no_empty_defs` | Check for empty function/class definitions (only pass/docstring). | 1 | validation\syntax_validator.py |
| 78 | `check_undefined_names` | Check for undefined names in Python code (missing imports). | 1 | validation\syntax_validator.py |
| 212 | `validate_python_syntax` | Validate Python code using AST parsing. | 2 | persistence\validator.py, validation\syntax_validator.py |
| 353 | `validate_javascript_syntax` | Basic JavaScript/JSX validation without a full parser. | 1 | validation\syntax_validator.py |
| 459 | `check_duplicate_attributes` | Check for duplicate HTML/JSX attributes on the same element. | 1 | validation\syntax_validator.py |
| 503 | `validate_syntax` | Validate file syntax based on its extension. | 3 | orchestration\wiring_utils.py, persistence\writer.py (+1 more) |
| 557 | `validate_files_batch` | Validate a batch of files from LLM output. | 1 | validation\syntax_validator.py |
| 603 | `preflight_check` | Pre-flight validation gate for agent output. | 0 | - |

## Module: `workflow\__init__.py`

| Line | Function Name | Purpose (Docstring) | Usage Count | Used In (Sample) |
|------|---------------|---------------------|-------------|------------------|
| 8 | `__getattr__` | Lazy import to avoid circular dependencies. | 0 | - |

## Module: `workflow\engine.py`

| Line | Function Name | Purpose (Docstring) | Usage Count | Used In (Sample) |
|------|---------------|---------------------|-------------|------------------|
| 84 | `WorkflowEngine.__init__` | No description available | 0 | - |
| 104 | `WorkflowEngine.run` | Execute the workflow loop. | 7 | api\workspace.py, orchestration\fast_orchestrator.py (+1 more) |
| 181 | `WorkflowEngine._pause_workflow` | Pause the workflow for user input. | 1 | workflow\engine.py |
| 207 | `WorkflowEngine._complete_workflow` | Complete the workflow successfully. | 1 | workflow\engine.py |
| 223 | `WorkflowEngine._fail_workflow` | Handle workflow failure. | 1 | workflow\engine.py |
| 239 | `WorkflowEngine._cleanup` | Clean up workflow state atomically. | 1 | workflow\engine.py |
| 247 | `run_workflow` | Start a new workflow for a project. | 1 | workflow\engine.py |
| 449 | `autonomous_agent_workflow` | Backwards-compatible wrapper. | 0 | - |
| 461 | `resume_workflow` | Resume a paused workflow OR start a refine workflow for completed projects. | 0 | - |
| 523 | `resume_from_checkpoint_workflow` | Resume a workflow from saved checkpoint. | 1 | api\workspace.py |

## Module: `workflow\integration_example.py`

| Line | Function Name | Purpose (Docstring) | Usage Count | Used In (Sample) |
|------|---------------|---------------------|-------------|------------------|
| 17 | `example_workflow_completion` | Example: How to use outcome aggregation at end of workflow. | 1 | workflow\integration_example.py |
| 85 | `example_hard_failure_precedence` | Example: HARD_FAILURE in isolated step still fails workflow. | 1 | workflow\integration_example.py |

## Module: `workflow\outcome_aggregator.py`

| Line | Function Name | Purpose (Docstring) | Usage Count | Used In (Sample) |
|------|---------------|---------------------|-------------|------------------|
| 17 | `aggregate_workflow_outcome` | Aggregate step outcomes into workflow status. | 3 | orchestration\fast_orchestrator.py, workflow\integration_example.py |
| 94 | `should_continue_workflow` | Determine if workflow should continue to next step. | 0 | - |
| 120 | `format_degradation_summary` | Format degradation report for user-facing display. | 2 | orchestration\fast_orchestrator.py, workflow\integration_example.py |
